number_of_tag_barcode,number_of_pcr_index,input_cell_number,sort_cell_number,collision_rate,total_nuclei,recovered_barcode,cluster_per_nucleus
384,192,200000,23,0.057744565217391304,4416,4287,93305
384,200,200000,23,0.04565217391304348,4600,4493,89027
384,208,200000,23,0.05957357859531773,4784,4640,86207
384,216,200000,23,0.05213365539452496,4968,4837,82696
384,224,200000,23,0.057259316770186336,5152,5002,79968
384,232,200000,23,0.05247376311844078,5336,5195,76997
384,240,200000,23,0.05144927536231884,5520,5377,74391
384,248,200000,23,0.05592566619915849,5704,5543,72163
384,256,200000,23,0.05400815217391304,5888,5729,69820
384,264,200000,23,0.05533596837944664,6072,5903,67762
384,272,200000,23,0.05370843989769821,6256,6086,65725
384,280,200000,23,0.06102484472049689,6440,6242,64082
384,288,200000,23,0.05676328502415459,6624,6434,62170
384,296,200000,23,0.052878965922444184,6808,6626,60368
384,304,200000,23,0.0596395881006865,6992,6781,58988
384,312,200000,23,0.062151616499442584,7176,6951,57546
384,320,200000,23,0.053125,7360,7163,55843
384,328,200000,23,0.05885471898197243,7544,7321,54637
384,336,200000,23,0.059912008281573496,7728,7495,53369
384,344,200000,23,0.053842264914054604,7912,7698,51962
384,352,200000,23,0.057806324110671936,8096,7860,50891
384,360,200000,23,0.057004830917874394,8280,8041,49745
384,368,200000,23,0.047613421550094515,8464,8262,48414
384,376,200000,23,0.04879740980573543,8648,8435,47421
384,8,200000,25,0.04,200,196,2040816
384,16,200000,25,0.04,400,392,1020408
384,24,200000,25,0.05333333333333334,600,584,684932
384,32,200000,25,0.055,800,778,514139
384,40,200000,25,0.046,1000,976,409836
384,48,200000,25,0.065,1200,1160,344828
384,56,200000,25,0.045,1400,1368,292398
384,64,200000,25,0.046875,1600,1562,256082
384,72,200000,25,0.06222222222222222,1800,1743,229489
384,80,200000,25,0.06,2000,1940,206186
384,88,200000,25,0.05045454545454545,2200,2144,186567
384,96,200000,25,0.06958333333333333,2400,2316,172712
384,104,200000,25,0.06423076923076923,2600,2516,158983
384,112,200000,25,0.054642857142857146,2800,2723,146897
384,120,200000,25,0.058333333333333334,3000,2912,137363
384,128,200000,25,0.0559375,3200,3110,128617
384,136,200000,25,0.06,3400,3297,121322
384,144,200000,25,0.06944444444444445,3600,3473,115174
384,152,200000,25,0.05894736842105263,3800,3687,108489
384,160,200000,25,0.07525,4000,3848,103950
384,168,200000,25,0.05547619047619048,4200,4082,97991
384,176,200000,25,0.07045454545454545,4400,4244,94251
384,184,200000,25,0.05565217391304348,4600,4472,89445
384,192,200000,25,0.057708333333333334,4800,4660,85837
384,200,200000,25,0.0522,5000,4869,82152
384,208,200000,25,0.05423076923076923,5200,5058,79083
384,216,200000,25,0.058888888888888886,5400,5239,76350
384,224,200000,25,0.06571428571428571,5600,5414,73883
384,232,200000,25,0.06551724137931035,5800,5608,71327
384,240,200000,25,0.0635,6000,5808,68871
384,248,200000,25,0.06016129032258064,6200,6012,66534
384,256,200000,25,0.06109375,6400,6200,64516
384,264,200000,25,0.07227272727272727,6600,6358,62913
384,272,200000,25,0.06264705882352942,6800,6585,60744
384,280,200000,25,0.06642857142857143,7000,6765,59128
384,288,200000,25,0.05986111111111111,7200,6984,57274
384,296,200000,25,0.0627027027027027,7400,7166,55819
384,304,200000,25,0.06289473684210527,7600,7360,54348
384,312,200000,25,0.05987179487179487,7800,7564,52882
384,320,200000,25,0.062625,8000,7746,51640
384,328,200000,25,0.06524390243902439,8200,7931,50435
384,336,200000,25,0.06607142857142857,8400,8120,49261
384,344,200000,25,0.06023255813953488,8600,8340,47962
384,352,200000,25,0.05693181818181818,8800,8545,46811
384,360,200000,25,0.05977777777777778,9000,8725,45845
384,368,200000,25,0.05967391304347826,9200,8922,44833
384,376,200000,25,0.0625531914893617,9400,9106,43927
384,8,200000,27,0.07407407407407407,216,208,1923077
384,16,200000,27,0.07175925925925926,432,416,961538
384,24,200000,27,0.08487654320987655,648,620,645161
384,32,200000,27,0.08101851851851852,864,828,483092
384,40,200000,27,0.06111111111111111,1080,1047,382044
384,48,200000,27,0.06558641975308642,1296,1253,319234
384,56,200000,27,0.06746031746031746,1512,1460,273973
384,64,200000,27,0.06828703703703703,1728,1667,239952
384,72,200000,27,0.062242798353909466,1944,1883,212427
384,80,200000,27,0.05277777777777778,2160,2103,190204
384,88,200000,27,0.07491582491582492,2376,2286,174978
384,96,200000,27,0.06404320987654322,2592,2509,159426
384,104,200000,27,0.06018518518518518,2808,2721,147005
384,112,200000,27,0.06911375661375661,3024,2919,137033
384,120,200000,27,0.06820987654320988,3240,3126,127959
384,128,200000,27,0.07407407407407407,3456,3327,120228
384,136,200000,27,0.05827886710239651,3672,3564,112233
384,144,200000,27,0.05787037037037037,3888,3773,106016
384,152,200000,27,0.07115009746588694,4104,3956,101112
384,160,200000,27,0.07407407407407407,4320,4158,96200
384,168,200000,27,0.08068783068783068,4536,4353,91891
384,176,200000,27,0.07449494949494949,4752,4574,87451
384,184,200000,27,0.061996779388083734,4968,4814,83091
384,192,200000,27,0.06172839506172839,5184,5021,79665
384,200,200000,27,0.06,5400,5236,76394
384,208,200000,27,0.07051282051282051,5616,5417,73842
384,216,200000,27,0.06018518518518518,5832,5653,70759
384,224,200000,27,0.05968915343915344,6048,5866,68190
384,232,200000,27,0.06928480204342273,6264,6045,66170
384,240,200000,27,0.06759259259259259,6480,6259,63908
384,248,200000,27,0.06287335722819594,6696,6484,61690
384,256,200000,27,0.0681423611111111,6912,6673,59943
384,264,200000,27,0.06285072951739619,7128,6901,57963
384,272,200000,27,0.05991285403050109,7344,7122,56164
384,280,200000,27,0.06693121693121692,7560,7302,54780
384,288,200000,27,0.06931584362139917,7776,7505,53298
384,296,200000,27,0.06418918918918919,7992,7734,51720
384,304,200000,27,0.06189083820662768,8208,7953,50295
384,312,200000,27,0.06968186134852801,8424,8129,49207
384,320,200000,27,0.06701388888888889,8640,8348,47916
384,328,200000,27,0.06176603432700994,8856,8580,46620
384,336,200000,27,0.06128747795414462,9072,8791,45501
384,344,200000,27,0.06406115417743324,9288,8987,44509
384,352,200000,27,0.06912878787878787,9504,9172,43611
384,360,200000,27,0.06213991769547325,9720,9414,42490
384,368,200000,27,0.07125603864734299,9936,9577,41767
384,376,200000,27,0.06284475965327029,10152,9827,40704
384,8,200000,29,0.04310344827586207,232,227,1762115
384,16,200000,29,0.06896551724137931,464,448,892857
384,24,200000,29,0.08333333333333333,696,667,599700
384,32,200000,29,0.07327586206896551,928,894,447427
384,40,200000,29,0.075,1160,1115,358744
384,48,200000,29,0.06752873563218391,1392,1345,297398
384,56,200000,29,0.0769704433497537,1624,1561,256246
384,64,200000,29,0.08189655172413793,1856,1778,224972
384,72,200000,29,0.08045977011494253,2088,2004,199601
384,80,200000,29,0.06508620689655173,2320,2244,178253
384,88,200000,29,0.07210031347962383,2552,2460,162602
384,96,200000,29,0.06501436781609195,2784,2693,148533
384,104,200000,29,0.07029177718832891,3016,2909,137504
384,112,200000,29,0.07450738916256158,3248,3127,127918
384,120,200000,29,0.06810344827586207,3480,3359,119083
384,128,200000,29,0.07354525862068965,3712,3575,111888
384,136,200000,29,0.06338742393509128,3944,3817,104794
384,144,200000,29,0.06585249042145594,4176,4038,99059
384,152,200000,29,0.06896551724137931,4408,4254,94029
384,160,200000,29,0.06336206896551724,4640,4492,89047
384,168,200000,29,0.0812807881773399,4872,4672,85616
384,176,200000,29,0.0636755485893417,5104,4940,80972
384,184,200000,29,0.06559220389805097,5336,5160,77519
384,192,200000,29,0.07399425287356322,5568,5357,74669
384,200,200000,29,0.07362068965517242,5800,5585,71620
384,208,200000,29,0.08239389920424403,6032,5781,69192
384,216,200000,29,0.07136015325670499,6264,6040,66225
384,224,200000,29,0.06711822660098522,6496,6274,63755
384,232,200000,29,0.07178953626634958,6728,6485,61681
384,240,200000,29,0.06436781609195402,6960,6734,59400
384,248,200000,29,0.06701890989988876,7192,6949,57562
384,256,200000,29,0.07596982758620689,7424,7136,56054
384,264,200000,29,0.07092476489028213,7656,7380,54201
384,272,200000,29,0.06858519269776876,7888,7612,52549
384,280,200000,29,0.07155172413793104,8120,7826,51112
384,288,200000,29,0.06752873563218391,8352,8065,49597
384,296,200000,29,0.0723438956197577,8584,8269,48373
384,304,200000,29,0.07452359346642468,8816,8485,47142
384,312,200000,29,0.07813881520778072,9048,8691,46025
384,320,200000,29,0.071875,9280,8943,44728
384,328,200000,29,0.06928090832632464,9512,9180,43573
384,336,200000,29,0.07604679802955665,9744,9370,42689
384,344,200000,29,0.0681635926222935,9976,9631,41533
384,352,200000,29,0.07288401253918496,10208,9831,40688
384,360,200000,29,0.0696360153256705,10440,10073,39710
384,368,200000,29,0.06990254872563718,10672,10295,38854
384,376,200000,29,0.07428466617754953,10904,10493,38121
384,8,200000,31,0.08870967741935484,248,237,1687764
384,16,200000,31,0.10483870967741936,496,469,852878
384,24,200000,31,0.09811827956989247,744,707,565771
384,32,200000,31,0.08165322580645161,992,949,421496
384,40,200000,31,0.07258064516129033,1240,1195,334728
384,48,200000,31,0.07661290322580645,1488,1431,279525
384,56,200000,31,0.07027649769585254,1736,1674,238949
384,64,200000,31,0.07409274193548387,1984,1910,209424
384,72,200000,31,0.07302867383512544,2232,2149,186133
384,80,200000,31,0.07338709677419354,2480,2387,167574
384,88,200000,31,0.07514662756598241,2728,2624,152439
384,96,200000,31,0.07224462365591398,2976,2867,139519
384,104,200000,31,0.07723325062034739,3224,3098,129116
384,112,200000,31,0.07171658986175115,3472,3346,119546
384,120,200000,31,0.08198924731182795,3720,3566,112170
384,128,200000,31,0.07963709677419355,3968,3806,105097
384,136,200000,31,0.07447817836812144,4216,4057,98595
384,144,200000,31,0.06989247311827956,4464,4307,92872
384,152,200000,31,0.0730050933786078,4712,4539,88125
384,160,200000,31,0.0846774193548387,4960,4747,84264
384,168,200000,31,0.07584485407066052,5208,5008,79872
384,176,200000,31,0.07697947214076246,5456,5244,76278
384,184,200000,31,0.07100280504908836,5704,5498,72754
384,192,200000,31,0.07493279569892473,5952,5727,69845
384,200,200000,31,0.07709677419354839,6200,5958,67137
384,208,200000,31,0.07428660049627792,6448,6205,64464
384,216,200000,31,0.07556750298685783,6696,6441,62102
384,224,200000,31,0.06394009216589862,6944,6721,59515
384,232,200000,31,0.06632369299221356,7192,6950,57554
384,240,200000,31,0.0728494623655914,7440,7164,55835
384,248,200000,31,0.07921436004162331,7688,7379,54208
384,256,200000,31,0.07018649193548387,7936,7655,52253
384,264,200000,31,0.07697947214076246,8184,7866,50852
384,272,200000,31,0.07851043643263757,8432,8097,49401
384,280,200000,31,0.07442396313364055,8680,8354,47881
384,288,200000,31,0.07862903225806452,8928,8570,46674
384,296,200000,31,0.08456843940714909,9176,8783,45543
384,304,200000,31,0.07597623089983022,9424,9061,44145
384,312,200000,31,0.08126550868486353,9672,9275,43127
384,320,200000,31,0.0721774193548387,9920,9558,41850
384,328,200000,31,0.07395751376868608,10168,9789,40862
384,336,200000,31,0.07622887864823348,10416,10013,39948
384,344,200000,31,0.06770442610652663,10664,10299,38839
384,352,200000,31,0.07441348973607038,10912,10503,38084
384,360,200000,31,0.0671146953405018,11160,10782,37099
384,368,200000,31,0.07652524544179523,11408,10964,36483
384,376,200000,31,0.07292381606039808,11656,11229,35622
384,8,200000,33,0.09848484848484848,264,251,1593625
384,16,200000,33,0.10227272727272728,528,501,798403
384,24,200000,33,0.07575757575757576,792,762,524934
384,32,200000,33,0.06439393939393939,1056,1022,391389
384,40,200000,33,0.06212121212121212,1320,1278,312989
384,48,200000,33,0.08017676767676768,1584,1520,263158
384,56,200000,33,0.07575757575757576,1848,1776,225225
384,64,200000,33,0.10227272727272728,2112,2001,199900
384,72,200000,33,0.08164983164983165,2376,2278,175593
384,80,200000,33,0.06780303030303031,2640,2549,156924
384,88,200000,33,0.08574380165289257,2904,2778,143988
384,96,200000,33,0.07891414141414141,3168,3042,131492
384,104,200000,33,0.07459207459207459,3432,3300,121212
384,112,200000,33,0.08522727272727272,3696,3537,113090
384,120,200000,33,0.09217171717171717,3960,3775,105960
384,128,200000,33,0.07646780303030302,4224,4061,98498
384,136,200000,33,0.06729055258467023,4488,4336,92251
384,144,200000,33,0.08354377104377105,4752,4551,87893
384,152,200000,33,0.0731658692185008,5016,4830,82816
384,160,200000,33,0.09431818181818181,5280,5027,79570
384,168,200000,33,0.08297258297258298,5544,5310,75330
384,176,200000,33,0.07920110192837465,5808,5575,71749
384,184,200000,33,0.09140316205533597,6072,5788,69109
384,192,200000,33,0.07970328282828283,6336,6080,65789
384,200,200000,33,0.0796969696969697,6600,6334,63151
384,208,200000,33,0.07663170163170163,6864,6598,60624
384,216,200000,33,0.07702020202020202,7128,6852,58377
384,224,200000,33,0.07765151515151515,7392,7101,56330
384,232,200000,33,0.07928422152560084,7656,7348,54437
384,240,200000,33,0.07588383838383839,7920,7615,52528
384,248,200000,33,0.08382209188660801,8184,7837,51040
384,256,200000,33,0.08487215909090909,8448,8083,49487
384,264,200000,33,0.081267217630854,8712,8350,47904
384,272,200000,33,0.07932263814616755,8976,8615,46431
384,280,200000,33,0.07824675324675325,9240,8873,45081
384,288,200000,33,0.0796506734006734,9504,9121,43855
384,296,200000,33,0.0819000819000819,9768,9363,42721
384,304,200000,33,0.08781897926634769,10032,9586,41728
384,312,200000,33,0.0775058275058275,10296,9891,40441
384,320,200000,33,0.09090909090909091,10560,10073,39710
384,328,200000,33,0.08388765705838877,10824,10364,38595
384,336,200000,33,0.08477633477633478,11088,10612,37693
384,344,200000,33,0.07760747004933051,11352,10908,36670
384,352,200000,33,0.08006198347107438,11616,11145,35891
384,360,200000,33,0.08072390572390573,11880,11394,35106
384,368,200000,33,0.07493412384716733,12144,11685,34232
384,376,200000,33,0.08010960670535139,12408,11906,33597
384,8,200000,35,0.09285714285714286,280,267,1498127
384,16,200000,35,0.09107142857142857,560,533,750469
384,24,200000,35,0.07261904761904762,840,809,494438
384,32,200000,35,0.09464285714285714,1120,1067,374883
384,40,200000,35,0.07714285714285714,1400,1345,297398
384,48,200000,35,0.08988095238095238,1680,1604,249377
384,56,200000,35,0.0826530612244898,1960,1878,212993
384,64,200000,35,0.09017857142857143,2240,2139,187003
384,72,200000,35,0.09087301587301587,2520,2404,166389
384,80,200000,35,0.08464285714285714,2800,2678,149365
384,88,200000,35,0.09772727272727273,3080,2927,136659
384,96,200000,35,0.08630952380952381,3360,3214,124456
384,104,200000,35,0.09752747252747253,3640,3458,115674
384,112,200000,35,0.08418367346938775,3920,3755,106525
384,120,200000,35,0.09976190476190476,4200,3989,100276
384,128,200000,35,0.0859375,4480,4284,93371
384,136,200000,35,0.08256302521008403,4760,4561,87700
384,144,200000,35,0.08392857142857142,5040,4824,82919
384,152,200000,35,0.08477443609022556,5320,5090,78585
384,160,200000,35,0.08803571428571429,5600,5349,74780
384,168,200000,35,0.08384353741496599,5880,5632,71023
384,176,200000,35,0.08668831168831169,6160,5890,67912
384,184,200000,35,0.09829192546583851,6440,6118,65381
384,192,200000,35,0.08110119047619048,6720,6443,62083
384,200,200000,35,0.088,7000,6687,59818
384,208,200000,35,0.08118131868131868,7280,6980,57307
384,216,200000,35,0.0791005291005291,7560,7259,55104
384,224,200000,35,0.08826530612244898,7840,7488,53419
384,232,200000,35,0.08509852216748769,8120,7769,51487
384,240,200000,35,0.08607142857142858,8400,8032,49801
384,248,200000,35,0.08744239631336405,8680,8296,48216
384,256,200000,35,0.08537946428571429,8960,8574,46653
384,264,200000,35,0.08831168831168831,9240,8828,45310
384,272,200000,35,0.08949579831932773,9520,9088,44014
384,280,200000,35,0.08765306122448979,9800,9364,42717
384,288,200000,35,0.08194444444444444,10080,9660,41408
384,296,200000,35,0.07944015444015444,10360,9941,40237
384,304,200000,35,0.08110902255639098,10640,10203,39204
384,312,200000,35,0.08525641025641026,10920,10452,38270
384,320,200000,35,0.08589285714285715,11200,10713,37338
384,328,200000,35,0.08911149825783972,11480,10959,36500
384,336,200000,35,0.08630952380952381,11760,11247,35565
384,344,200000,35,0.08222591362126246,12040,11538,34668
384,352,200000,35,0.0875,12320,11772,33979
384,360,200000,35,0.08873015873015873,12600,12030,33250
384,368,200000,35,0.08253105590062111,12880,12341,32412
384,376,200000,35,0.08541033434650457,13160,12591,31769
384,8,200000,37,0.10810810810810811,296,280,1428571
384,16,200000,37,0.0777027027027027,592,569,702988
384,24,200000,37,0.08896396396396396,888,848,471698
384,32,200000,37,0.10641891891891891,1184,1120,357143
384,40,200000,37,0.08445945945945946,1480,1417,282287
384,48,200000,37,0.09009009009009009,1776,1696,235849
384,56,200000,37,0.09218146718146718,2072,1975,202532
384,64,200000,37,0.09163851351351351,2368,2257,177226
384,72,200000,37,0.08933933933933934,2664,2543,157295
384,80,200000,37,0.08243243243243244,2960,2836,141044
384,88,200000,37,0.08783783783783784,3256,3112,128535
384,96,200000,37,0.09403153153153153,3552,3383,118238
384,104,200000,37,0.08393970893970894,3848,3685,108548
384,112,200000,37,0.08614864864864864,4144,3964,100908
384,120,200000,37,0.08963963963963964,4440,4237,94406
384,128,200000,37,0.09797297297297297,4736,4501,88869
384,136,200000,37,0.09121621621621621,5032,4799,83351
384,144,200000,37,0.08220720720720721,5328,5106,78339
384,152,200000,37,0.09157183499288762,5624,5360,74627
384,160,200000,37,0.0891891891891892,5920,5651,70784
384,168,200000,37,0.0805984555984556,6216,5961,67103
384,176,200000,37,0.08522727272727272,6512,6231,64195
384,184,200000,37,0.09312573443008225,6808,6487,61662
384,192,200000,37,0.09656531531531531,7104,6753,59233
384,200,200000,37,0.09216216216216216,7400,7051,56730
384,208,200000,37,0.10005197505197505,7696,7302,54780
384,216,200000,37,0.09084084084084085,7992,7624,52466
384,224,200000,37,0.08952702702702703,8288,7912,50556
384,232,200000,37,0.09063373718546132,8584,8188,48852
384,240,200000,37,0.08941441441441442,8880,8476,47192
384,248,200000,37,0.08936355710549258,9176,8762,45652
384,256,200000,37,0.08540962837837837,9472,9060,44150
384,264,200000,37,0.08998771498771499,9768,9324,42900
384,272,200000,37,0.0889308426073132,10064,9608,41632
384,280,200000,37,0.08793436293436294,10360,9899,40408
384,288,200000,37,0.09027777777777778,10656,10169,39335
384,296,200000,37,0.09085098612125639,10952,10442,38307
384,304,200000,37,0.08819345661450925,11248,10745,37227
384,312,200000,37,0.08471933471933472,11544,11048,36206
384,320,200000,37,0.07947635135135135,11840,11365,35196
384,328,200000,37,0.08651944627554384,12136,11601,34480
384,336,200000,37,0.087998712998713,12432,11875,33684
384,344,200000,37,0.08689503456945318,12728,12167,32876
384,352,200000,37,0.0871468058968059,13024,12447,32136
384,360,200000,37,0.08603603603603603,13320,12742,31392
384,368,200000,37,0.09062867215041127,13616,12986,30802
384,376,200000,37,0.0940914318573893,13912,13247,30196
384,8,200000,39,0.07051282051282051,312,301,1328904
384,16,200000,39,0.10416666666666667,624,591,676819
384,24,200000,39,0.08653846153846154,936,895,446927
384,32,200000,39,0.0889423076923077,1248,1192,335570
384,40,200000,39,0.08333333333333333,1560,1494,267738
384,48,200000,39,0.1014957264957265,1872,1775,225352
384,56,200000,39,0.08470695970695971,2184,2091,191296
384,64,200000,39,0.0921474358974359,2496,2379,168138
384,72,200000,39,0.0876068376068376,2808,2684,149031
384,80,200000,39,0.08717948717948718,3120,2981,134183
384,88,200000,39,0.09761072261072261,3432,3262,122624
384,96,200000,39,0.09081196581196581,3744,3572,111982
384,104,200000,39,0.08530571992110454,4056,3880,103093
384,112,200000,39,0.10004578754578755,4368,4145,96502
384,120,200000,39,0.09893162393162393,4680,4446,89969
384,128,200000,39,0.0907451923076923,4992,4764,83963
384,136,200000,39,0.09671945701357466,5304,5044,79302
384,144,200000,39,0.09401709401709402,5616,5349,74780
384,152,200000,39,0.09345479082321187,5928,5648,70822
384,160,200000,39,0.09310897435897436,6240,5945,67283
384,168,200000,39,0.09859584859584859,6552,6223,64278
384,176,200000,39,0.09396853146853147,6864,6536,61200
384,184,200000,39,0.0898829431438127,7176,6846,58428
384,192,200000,39,0.09495192307692307,7488,7128,56117
384,200,200000,39,0.09474358974358975,7800,7424,53879
384,208,200000,39,0.08690828402366864,8112,7756,51573
384,216,200000,39,0.09128679962013295,8424,8035,49782
384,224,200000,39,0.08905677655677656,8736,8343,47944
384,232,200000,39,0.09129089301503095,9048,8628,46361
384,240,200000,39,0.0875,9360,8945,44718
384,248,200000,39,0.09201819685690653,9672,9219,43389
384,256,200000,39,0.0882411858974359,9984,9537,41942
384,264,200000,39,0.08867521367521368,10296,9833,40679
384,272,200000,39,0.09766214177978884,10608,10083,39671
384,280,200000,39,0.09569597069597069,10920,10388,38506
384,288,200000,39,0.09775641025641026,11232,10675,37471
384,296,200000,39,0.09953222453222453,11544,10960,36496
384,304,200000,39,0.09387651821862349,11856,11291,35426
384,312,200000,39,0.09048323471400395,12168,11607,34462
384,320,200000,39,0.09166666666666666,12480,11899,33616
384,328,200000,39,0.08958724202626642,12792,12208,32765
384,336,200000,39,0.09539072039072038,13104,12470,32077
384,344,200000,39,0.09250149075730471,13416,12787,31282
384,352,200000,39,0.09593531468531469,13728,13056,30637
384,360,200000,39,0.09316239316239316,14040,13375,29907
384,368,200000,39,0.09294871794871795,14352,13673,29255
384,376,200000,39,0.0953355155482815,14664,13955,28664
384,8,200000,41,0.09451219512195122,328,312,1282051
384,16,200000,41,0.08689024390243902,656,627,637959
384,24,200000,41,0.08333333333333333,984,943,424178
384,32,200000,41,0.1013719512195122,1312,1245,321285
384,40,200000,41,0.09695121951219512,1640,1559,256575
384,48,200000,41,0.11077235772357724,1968,1859,215169
384,56,200000,41,0.11846689895470383,2296,2159,185271
384,64,200000,41,0.10899390243902439,2624,2479,161355
384,72,200000,41,0.11009485094850949,2952,2787,143524
384,80,200000,41,0.11341463414634147,3280,3092,129366
384,88,200000,41,0.10310421286031042,3608,3418,117028
384,96,200000,41,0.10442073170731707,3936,3726,107354
384,104,200000,41,0.0949812382739212,4264,4055,98644
384,112,200000,41,0.10518292682926829,4592,4347,92017
384,120,200000,41,0.10386178861788618,4920,4657,85892
384,128,200000,41,0.10060975609756098,5248,4979,80337
384,136,200000,41,0.11244619799139167,5576,5255,76118
384,144,200000,41,0.0989159891598916,5904,5605,71365
384,152,200000,41,0.10157252888318356,6232,5912,67659
384,160,200000,41,0.09878048780487805,6560,6231,64195
384,168,200000,41,0.09277003484320558,6888,6561,60966
384,176,200000,41,0.09562084257206209,7216,6864,58275
384,184,200000,41,0.10087486744432662,7544,7159,55874
384,192,200000,41,0.09400406504065041,7872,7492,53390
384,200,200000,41,0.1048780487804878,8200,7761,51540
384,208,200000,41,0.09638836772983114,8528,8108,49334
384,216,200000,41,0.09925474254742547,8856,8411,47557
384,224,200000,41,0.10060975609756098,9184,8717,45887
384,232,200000,41,0.09766610597140454,9512,9039,44253
384,240,200000,41,0.09735772357723577,9840,9355,42758
384,248,200000,41,0.09726593233674272,10168,9661,41404
384,256,200000,41,0.10127667682926829,10496,9957,40173
384,264,200000,41,0.09913155949741316,10824,10274,38933
384,272,200000,41,0.10276183644189384,11152,10570,37843
384,280,200000,41,0.10461672473867596,11480,10864,36819
384,288,200000,41,0.09434281842818429,11808,11239,35590
384,296,200000,41,0.1021753460777851,12136,11504,34771
384,304,200000,41,0.09884467265725289,12464,11835,33798
384,312,200000,41,0.09849906191369606,12792,12153,32914
384,320,200000,41,0.09794207317073171,13120,12463,32095
384,328,200000,41,0.10209696609161213,13448,12751,31370
384,336,200000,41,0.1019163763066202,13776,13063,30621
384,344,200000,41,0.09841179807146909,14104,13396,29860
384,352,200000,41,0.09631374722838137,14432,13726,29142
384,360,200000,41,0.10264227642276423,14760,13992,28588
384,368,200000,41,0.09795864262990456,15088,14332,27910
384,376,200000,41,0.09944213803840166,15416,14633,27335
384,8,200000,43,0.13953488372093023,344,320,1250000
384,16,200000,43,0.11482558139534883,688,648,617284
384,24,200000,43,0.10755813953488372,1032,974,410678
384,32,200000,43,0.10101744186046512,1376,1305,306513
384,40,200000,43,0.1186046511627907,1720,1617,247372
384,48,200000,43,0.09593023255813954,2064,1965,203562
384,56,200000,43,0.09966777408637874,2408,2286,174978
384,64,200000,43,0.11228197674418605,2752,2594,154202
384,72,200000,43,0.10174418604651163,3096,2937,136193
384,80,200000,43,0.1002906976744186,3440,3263,122587
384,88,200000,43,0.10068710359408034,3784,3590,111421
384,96,200000,43,0.10077519379844961,4128,3916,102145
384,104,200000,43,0.1073345259391771,4472,4230,94563
384,112,200000,43,0.10091362126245847,4816,4569,87547
384,120,200000,43,0.10155038759689923,5160,4891,81783
384,128,200000,43,0.10101744186046512,5504,5221,76614
384,136,200000,43,0.10345417236662106,5848,5541,72189
384,144,200000,43,0.10723514211886305,6192,5856,68306
384,152,200000,43,0.10281517747858017,6536,6196,64558
384,160,200000,43,0.10232558139534884,6880,6524,61312
384,168,200000,43,0.10949612403100775,7224,6823,58625
384,176,200000,43,0.10887949260042283,7568,7151,55936
384,184,200000,43,0.11413043478260869,7912,7454,53662
384,192,200000,43,0.09774709302325581,8256,7844,50994
384,200,200000,43,0.09988372093023255,8600,8160,49020
384,208,200000,43,0.10442754919499106,8944,8471,47220
384,216,200000,43,0.10831180017226529,9288,8771,45605
384,224,200000,43,0.10039451827242525,9632,9139,43768
384,232,200000,43,0.10555332798716921,9976,9443,42359
384,240,200000,43,0.1057170542635659,10320,9766,40958
384,248,200000,43,0.10024381095273818,10664,10120,39526
384,256,200000,43,0.1081031976744186,11008,10405,38443
384,264,200000,43,0.10500352360817478,11352,10745,37227
384,272,200000,43,0.099093707250342,11696,11105,36020
384,280,200000,43,0.09916943521594684,12040,11432,34990
384,288,200000,43,0.1025516795865633,12384,11737,34080
384,296,200000,43,0.11030798240100566,12728,12015,33292
384,304,200000,43,0.10457466340269278,13072,12374,32326
384,312,200000,43,0.09950805008944544,13416,12733,31414
384,320,200000,43,0.09992732558139535,13760,13063,30621
384,328,200000,43,0.09699376063528077,14104,13409,29831
384,336,200000,43,0.1016749723145072,14448,13703,29191
384,344,200000,43,0.10722011898323418,14792,13987,28598
384,352,200000,43,0.09956395348837209,15136,14368,27840
384,360,200000,43,0.10355297157622739,15480,14666,27274
384,368,200000,43,0.09921638018200202,15824,15025,26622
384,376,200000,43,0.10959920831271648,16168,15267,26200
384,8,200000,45,0.08888888888888889,360,344,1162791
384,16,200000,45,0.09027777777777778,720,686,583090
384,24,200000,45,0.08888888888888889,1080,1031,387973
384,32,200000,45,0.10486111111111111,1440,1363,293470
384,40,200000,45,0.11666666666666667,1800,1693,236267
384,48,200000,45,0.09444444444444444,2160,2056,194553
384,56,200000,45,0.1007936507936508,2520,2390,167364
384,64,200000,45,0.11979166666666667,2880,2704,147929
384,72,200000,45,0.1169753086419753,3240,3047,131277
384,80,200000,45,0.10361111111111111,3600,3412,117233
384,88,200000,45,0.12196969696969696,3960,3713,107730
384,96,200000,45,0.11134259259259259,4320,4075,98160
384,104,200000,45,0.10213675213675213,4680,4437,90151
384,112,200000,45,0.10853174603174603,5040,4764,83963
384,120,200000,45,0.10703703703703704,5400,5106,78339
384,128,200000,45,0.1171875,5760,5415,73869
384,136,200000,45,0.11176470588235295,6120,5771,69312
384,144,200000,45,0.11203703703703703,6480,6112,65445
384,152,200000,45,0.10307017543859649,6840,6480,61728
384,160,200000,45,0.10194444444444445,7200,6826,58599
384,168,200000,45,0.10687830687830688,7560,7147,55968
384,176,200000,45,0.10845959595959596,7920,7486,53433
384,184,200000,45,0.10954106280193236,8280,7817,51171
384,192,200000,45,0.10578703703703704,8640,8173,48942
384,200,200000,45,0.10266666666666667,9000,8529,46899
384,208,200000,45,0.10801282051282052,9360,8845,45223
384,216,200000,45,0.11069958847736626,9720,9168,43630
384,224,200000,45,0.11468253968253968,10080,9490,42150
